px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
8.38768	-6.7963	1.7607	-0.680973	0	8.38768	-6.7963	8.3	-6.75	0.90921	-1.81841	0
8.33159	-6.8699	0	0	0	8.33159	-6.8699	8.35	-6.85	0.90921	-1.81841	0
8.58336	-7.15056	2.79064	-0.694584	0	8.58336	-7.15056	8.4	-7	1.0001	-3.00036	0
8.45779	-7.15285	0	0	0	8.45779	-7.15285	8.45	-7.15	1.00011	-3.00036	0
8.37938	-7.10665	2.84011	-0.703397	0	8.37938	-7.10665	8.55	-7.25	1.99907	-1.99908	0
8.647	-7.3454	0	0	0	8.647	-7.3454	8.65	-7.35	1.99908	-1.99908	0
8.76035	-7.57239	2.85508	-0.712791	0	8.76035	-7.57239	8.7	-7.5	1.00058	-3.00174	0
8.76121	-7.66039	0	0	0	8.76121	-7.66039	8.75	-7.65	1.00057	-3.00171	0
8.81118	-7.75569	1.98214	-0.721773	0	8.81118	-7.75569	8.8	-7.75	0.999844	-1.99968	0
8.84363	-7.83628	0	0	0	8.84363	-7.83628	8.85	-7.85	0.999844	-1.99968	0
9.07758	-8.1058	3.6081	-0.728905	0	9.07758	-8.1058	8.95	-8	2.00017	-3.00024	0
9.05238	-8.15838	0	0	0	9.05238	-8.15838	9.05	-8.15	2.00014	-3.00021	0
9.05557	-8.22632	2.08465	-0.737451	0	9.05557	-8.22632	9.1	-8.25	0.998905	-1.99781	0
9.15492	-8.35136	0	0	0	9.15492	-8.35136	9.15	-8.35	0.998886	-1.99779	0
9.30408	-8.57245	2.40551	-0.744494	0	9.30408	-8.57245	9.2	-8.5	0.908863	-2.72657	0
9.2543	-8.64461	0	0	0	9.2543	-8.64461	9.25	-8.65	0.908855	-2.72655	0
9.15971	-8.67035	2.41541	-0.757959	0	9.15971	-8.67035	9.3	-8.8	0.909475	-2.72841	0
9.35164	-8.95148	0	0	0	9.35164	-8.95148	9.35	-8.95	0.909466	-2.72839	0
9.47941	-9.179	3.02289	-0.769299	0	9.47941	-9.179	9.4	-9.1	0.999765	-2.99935	0
9.44272	-9.24111	0	0	0	9.44272	-9.24111	9.45	-9.25	0.999774	-2.99934	0
9.53008	-9.38561	1.84184	-0.777761	0	9.53008	-9.38561	9.5	-9.35	0.908962	-1.81792	0
9.5752	-9.43724	0	0	0	9.5752	-9.43724	9.55	-9.45	0.908954	-1.8179	0
9.60163	-9.60777	2.38885	-0.785718	0	9.60163	-9.60777	9.6	-9.6	0.909988	-2.72996	0
9.62903	-9.75552	0	0	0	9.62903	-9.75552	9.65	-9.75	0.909971	-2.72993	0
9.69155	-9.89958	2.63696	-0.796016	0	9.69155	-9.89958	9.7	-9.9	0.907972	-2.7239	0
9.74482	-10.046	0	0	0	9.74482	-10.046	9.75	-10.05	0.907972	-2.72391	0
9.69256	-10.1336	1.93977	-0.807641	0	9.69256	-10.1336	9.75	-10.2	0	-2.73106	0
9.75264	-10.3488	0	0	0	9.75264	-10.3488	9.75	-10.35	0	-2.73105	0
9.82419	-10.5024	3.01654	-0.818753	0	9.82419	-10.5024	9.8	-10.5	1	-2.99999	0
9.83234	-10.6514	0	0	0	9.83234	-10.6514	9.85	-10.65	0.999994	-2.99996	0
9.825	-10.7525	2.32942	-0.830443	0	9.825	-10.7525	9.85	-10.8	0	-3.00047	0
9.85033	-10.9603	0	0	0	9.85033	-10.9603	9.85	-10.95	0	-3.00048	0
9.91881	-11.1448	1.3418	-0.843535	0	9.91881	-11.1448	9.85	-11.05	0	-1.9956	0
9.86057	-11.1502	0	0	0	9.86057	-11.1502	9.85	-11.15	0	-1.99559	0
9.83851	-11.2795	1.98082	-0.853527	0	9.83851	-11.2795	9.85	-11.3	0	-2.73184	0
9.83839	-11.4483	0	0	0	9.83839	-11.4483	9.85	-11.45	0	-2.73182	0
9.79654	-11.5922	1.8979	-0.869154	0	9.79654	-11.5922	9.8	-11.6	-0.998566	-2.9957	0
9.75592	-11.7487	0	0	0	9.75592	-11.7487	9.75	-11.75	-0.998566	-2.99569	0
9.77699	-11.9246	2.12451	-0.884038	0	9.77699	-11.9246	9.75	-11.9	0	-2.73084	0
9.75861	-12.0491	0	0	0	9.75861	-12.0491	9.75	-12.05	0	-2.73085	0
9.63743	-12.1863	1.06967	-0.901665	0	9.63743	-12.1863	9.65	-12.2	-1.81598	-2.72396	0
9.56514	-12.3446	0	0	0	9.56514	-12.3446	9.55	-12.35	-1.81597	-2.72396	0
9.47157	-12.4849	0.222425	-0.921787	0	9.47157	-12.4849	9.45	-12.45	-1.82132	-1.82133	0
9.34752	-12.5408	0	0	0	9.34752	-12.5408	9.35	-12.55	-1.82131	-1.82131	0
9.32154	-12.7193	0.863191	-0.93835	0	9.32154	-12.7193	9.3	-12.65	-0.908038	-1.81606	0
9.24151	-12.7411	0	0	0	9.24151	-12.7411	9.25	-12.75	-0.908029	-1.81605	0
9.04013	-12.7738	0.702749	2.18668	0	9.04013	-12.7738	9.05	-12.85	-3.64007	-1.82004	0
8.83995	-12.9425	0	0	0	8.83995	-12.9425	8.85	-12.95	-3.64007	-1.82003	0
8.73518	-13.0163	0.475503	2.16186	0	8.73518	-13.0163	8.75	-13	-1.9959	-0.997948	0
8.6395	-13.0341	0	0	0	8.6395	-13.0341	8.65	-13.05	-1.9959	-0.997948	0
8.48414	-13.0416	0.821157	2.14755	0	8.48414	-13.0416	8.5	-13.1	-2.73149	-0.910502	0
8.34268	-13.1451	0	0	0	8.34268	-13.1451	8.35	-13.15	-2.73146	-0.910485	0
8.19497	-13.1991	0.66709	2.12642	0	8.19497	-13.1991	8.2	-13.2	-2.72385	-0.907955	0
8.06107	-13.2364	0	0	0	8.06107	-13.2364	8.05	-13.25	-2.72383	-0.907947	0
7.88931	-13.1791	1.35298	2.1102	0	7.88931	-13.1791	7.9	-13.25	-2.72673	0	0
7.75593	-13.2425	0	0	0	7.75593	-13.2425	7.75	-13.25	-2.72673	0	0
7.52542	-13.1457	1.53492	2.09072	0	7.52542	-13.1457	7.6	-13.25	-2.72991	0	0
7.44992	-13.2329	0	0	0	7.44992	-13.2329	7.45	-13.25	-2.72991	0	0
7.19347	-13.1392	2.58841	2.0717	0	7.19347	-13.1392	7.25	-13.2	-3.63887	0.909723	0
7.05468	-13.1604	0	0	0	7.05468	-13.1604	7.05	-13.15	-3.63887	0.909723	0
6.90569	-13.1515	1.23077	2.05431	0	6.90569	-13.1515	6.9	-13.15	-2.72312	0	0
6.73255	-13.1364	0	0	0	6.73255	-13.1364	6.75	-13.15	-2.72312	0	0
6.69426	-13.3705	1.43926	2.03498	0	6.69426	-13.3705	6.6	-13.15	-3.00475	0	0
6.42749	-13.1436	0	0	0	6.42749	-13.1436	6.45	-13.15	-3.00472	0	0
6.4246	-13.2048	1.7778	2.02361	0	6.4246	-13.2048	6.35	-13.1	-1.9976	0.998786	0
6.2503	-13.0552	0	0	0	6.2503	-13.0552	6.25	-13.05	-1.99758	0.998786	0
6.162	-13.1569	1.95691	2.0088	0	6.162	-13.1569	6.1	-13	-2.72732	0.909111	0
5.95166	-12.9396	0	0	0	5.95166	-12.9396	5.95	-12.95	-2.72732	0.909111	0
5.78184	-12.8825	2.0284	1.99266	0	5.78184	-12.8825	5.8	-12.9	-2.72895	0.909657	0
5.64785	-12.8416	0	0	0	5.64785	-12.8416	5.65	-12.85	-2.72896	0.909648	0
5.54035	-12.7925	2.51174	1.9795	0	5.54035	-12.7925	5.55	-12.75	-1.81808	1.81809	0
5.43842	-12.6552	0	0	0	5.43842	-12.6552	5.45	-12.65	-1.81809	1.81809	0
5.33087	-12.5965	2.71295	1.97114	0	5.33087	-12.5965	5.3	-12.55	-2.7236	1.81575	0
5.12059	-12.4527	0	0	0	5.12059	-12.4527	5.15	-12.45	-2.72358	1.81572	0
5.13793	-12.5907	2.35186	1.95824	0	5.13793	-12.5907	5.05	-12.35	-1.81967	1.81966	0
4.95241	-12.2277	0	0	0	4.95241	-12.2277	4.95	-12.25	-1.81967	1.81967	0
4.81467	-12.1072	3.09079	1.94929	0	4.81467	-12.1072	4.85	-12.1	-1.81844	2.72766	0
4.75144	-11.9561	0	0	0	4.75144	-11.9561	4.75	-11.95	-1.81844	2.72767	0
4.6829	-11.7433	2.14426	1.95024	0	4.6829	-11.7433	4.7	-11.85	-0.909557	1.8191	0
4.67603	-11.7496	0	0	0	4.67603	-11.7496	4.65	-11.75	-0.909553	1.81911	0
4.61619	-11.6508	2.71022	1.94803	0	4.61619	-11.6508	4.6	-11.6	-0.907782	2.72335	0
4.5432	-11.4431	0	0	0	4.5432	-11.4431	4.55	-11.45	-0.907778	2.72334	0
4.48104	-11.1618	3.7137	1.95256	0	4.48104	-11.1618	4.5	-11.25	-0.910253	3.64099	0
4.44374	-11.0696	0	0	0	4.44374	-11.0696	4.45	-11.05	-0.910253	3.64099	0
4.46178	-10.9843	1.62718	1.95663	0	4.46178	-10.9843	4.45	-10.95	0	1.81804	0
4.4464	-10.8663	0	0	0	4.4464	-10.8663	4.45	-10.85	0	1.81805	0
4.60972	-11.1274	1.73855	1.96354	0	4.60972	-11.1274	4.45	-10.75	0	1.81614	0
4.43858	-10.6346	0	0	0	4.43858	-10.6346	4.45	-10.65	0	1.81614	0
4.43099	-10.4242	3.27343	1.97272	0	4.43099	-10.4242	4.45	-10.45	0	3.6396	0
4.44616	-10.2449	0	0	0	4.44616	-10.2449	4.45	-10.25	0	3.6396	0
4.52156	-10.1192	2.17109	1.99101	0	4.52156	-10.1192	4.5	-10.1	0.910021	2.73005	0
4.55225	-9.94382	0	0	0	4.55225	-9.94382	4.55	-9.95	0.910013	2.73003	0
4.5897	-9.73456	2.44174	2.01137	0	4.5897	-9.73456	4.6	-9.8	0.999085	2.99725	0
4.64586	-9.65356	0	0	0	4.64586	-9.65356	4.65	-9.65	0.99908	2.99724	0
4.61159	-9.38621	1.35603	2.02747	0	4.61159	-9.38621	4.7	-9.55	0.910095	1.82021	0
4.7442	-9.45683	0	0	0	4.7442	-9.45683	4.75	-9.45	0.910091	1.82018	0
4.80746	-9.23434	1.78308	2.05079	0	4.80746	-9.23434	4.85	-9.3	1.99828	2.99743	0
4.94202	-9.15915	0	0	0	4.94202	-9.15915	4.95	-9.15	1.99826	2.99739	0
5.03379	-9.03255	1.95528	2.07922	0	5.03379	-9.03255	5	-9	0.908384	2.72514	0
5.06039	-8.84271	0	0	0	5.06039	-8.84271	5.05	-8.85	0.908384	2.72514	0
5.21058	-8.83852	0.803907	2.10348	0	5.21058	-8.83852	5.15	-8.75	1.81679	1.8168	0
5.26598	-8.6555	0	0	0	5.26598	-8.6555	5.25	-8.65	1.81679	1.8168	0
5.33786	-8.49992	1.20349	2.13154	0	5.33786	-8.49992	5.35	-8.5	1.82017	2.73024	0
5.43516	-8.36367	0	0	0	5.43516	-8.36367	5.45	-8.35	1.82015	2.73022	0
5.58025	-8.28767	0.644215	2.16339	0	5.58025	-8.28767	5.55	-8.25	1.81852	1.81852	0
5.65225	-8.1686	0	0	0	5.65225	-8.1686	5.65	-8.15	1.8185	1.8185	0
5.83663	-8.14888	0.364583	2.19234	0	5.83663	-8.14888	5.75	-8.05	1.81752	1.81753	0
5.81186	-7.95139	0	0	0	5.81186	-7.95139	5.85	-7.95	1.81752	1.81752	0
5.99151	-7.92468	0.302353	2.21816	0	5.99151	-7.92468	5.95	-7.85	1.8194	1.8194	0
6.04627	-7.74932	0	0	0	6.04627	-7.74932	6.05	-7.75	1.81941	1.8194	0
6.05883	-7.47931	0.832488	2.25165	0	6.05883	-7.47931	6.15	-7.6	1.81742	2.72613	0
6.26179	-7.43797	0	0	0	6.26179	-7.43797	6.25	-7.45	1.8174	2.72611	0
6.3458	-7.29797	0.418138	-0.855073	0	6.3458	-7.29797	6.4	-7.35	2.7248	1.81653	0
6.55234	-7.24441	0	0	0	6.55234	-7.24441	6.55	-7.25	2.72477	1.81651	0
6.61964	-7.17343	0.489049	-0.825526	0	6.61964	-7.17343	6.65	-7.2	1.81957	0.909789	0
6.74556	-7.15305	0	0	0	6.74556	-7.15305	6.75	-7.15	1.81957	0.909785	0
6.91901	-7.04822	0.607961	-0.794649	0	6.91901	-7.04822	6.9	-7.05	2.72946	1.81964	0
7.06886	-6.94012	0	0	0	7.06886	-6.94012	7.05	-6.95	2.72946	1.81964	0
7.12574	-6.81829	0.0351385	-0.763353	0	7.12574	-6.81829	7.15	-6.85	1.81554	1.81554	0
7.25262	-6.73852	0	0	0	7.25262	-6.73852	7.25	-6.75	1.81554	1.81554	0
7.30586	-6.61905	0.148173	-0.736116	0	7.30586	-6.61905	7.35	-6.65	1.82007	1.82007	0
7.45762	-6.53827	0	0	0	7.45762	-6.53827	7.45	-6.55	1.82005	1.82005	0
7.59546	-6.48319	1.37208	-0.706558	0	7.59546	-6.48319	7.6	-6.5	2.72628	0.908764	0
7.74315	-6.44913	0	0	0	7.74315	-6.44913	7.75	-6.45	2.72628	0.908764	0
7.8486	-6.40709	0.777791	-0.684623	0	7.8486	-6.40709	7.85	-6.4	1.81656	0.908285	0
7.9584	-6.34152	0	0	0	7.9584	-6.34152	7.95	-6.35	1.81656	0.908281	0
8.05398	-6.23227	0.969682	-0.658568	0	8.05398	-6.23227	8.1	-6.25	2.73006	1.82003	0
8.24773	-6.1485	0	0	0	8.24773	-6.1485	8.25	-6.15	2.73005	1.82003	0
8.32369	-5.98136	1.26912	-0.623097	0	8.32369	-5.98136	8.4	-6.05	2.72692	1.81795	0
8.55156	-5.93992	0	0	0	8.55156	-5.93992	8.55	-5.95	2.7269	1.81794	0
8.63806	-5.84559	0.657942	-0.594934	0	8.63806	-5.84559	8.65	-5.85	1.81844	1.81844	0
8.7543	-5.75242	0	0	0	8.7543	-5.75242	8.75	-5.75	1.81843	1.81843	0
9.00947	-5.71389	1.34315	-0.565194	0	9.00947	-5.71389	8.9	-5.65	2.72464	1.81643	0
9.06113	-5.54128	0	0	0	9.06113	-5.54128	9.05	-5.55	2.72465	1.81643	0
9.13937	-5.44533	0.800178	-0.537333	0	9.13937	-5.44533	9.15	-5.45	1.81916	1.81918	0
9.24452	-5.3352	0	0	0	9.24452	-5.3352	9.25	-5.35	1.81916	1.81916	0
9.26221	-5.25032	1.14332	-0.515691	0	9.26221	-5.25032	9.35	-5.3	1.81895	0.909466	0
9.43645	-5.25801	0	0	0	9.43645	-5.25801	9.45	-5.25	1.81894	0.90947	0
9.71784	-5.19928	0.378567	-0.491273	0	9.71784	-5.19928	9.55	-5.1	1.81986	2.72981	0
9.64908	-4.9531	0	0	0	9.64908	-4.9531	9.65	-4.95	1.81987	2.72981	0
9.67182	-4.82288	0.808191	-0.462569	0	9.67182	-4.82288	9.75	-4.85	1.81736	1.81735	0
9.86682	-4.74721	0	0	0	9.86682	-4.74721	9.85	-4.75	1.81736	1.81735	0
9.94653	-4.64316	0.773696	-0.436747	0	9.94653	-4.64316	9.95	-4.65	1.81806	1.81805	0
10.0706	-4.54316	0	0	0	10.0706	-4.54316	10.05	-4.55	1.81805	1.81805	0
10.4074	-4.52899	1.79691	-0.410455	0	10.4074	-4.52899	10.2	-4.45	2.72609	1.8174	0
10.3431	-4.35107	0	0	0	10.3431	-4.35107	10.35	-4.35	2.72606	1.81737	0
10.3837	-4.17982	0.210545	2.7589	0	10.3837	-4.17982	10.4	-4.2	0.908945	2.72688	0
10.4578	-4.07071	0	0	0	10.4578	-4.07071	10.45	-4.05	0.908953	2.72687	0
10.5531	-3.94939	1.20807	-0.358104	0	10.5531	-3.94939	10.55	-3.95	1.81903	1.81904	0
10.6424	-3.84126	0	0	0	10.6424	-3.84126	10.65	-3.85	1.81902	1.81903	0
10.6157	-3.63689	0.887286	-0.330063	0	10.6157	-3.63689	10.75	-3.7	1.81931	2.72896	0
10.8572	-3.53957	0	0	0	10.8572	-3.53957	10.85	-3.55	1.81931	2.72896	0
10.8149	-3.35552	0.302095	-0.30085	0	10.8149	-3.35552	10.9	-3.4	0.999745	2.99928	0
10.9372	-3.24816	0	0	0	10.9372	-3.24816	10.95	-3.25	0.999754	2.99928	0
10.9078	-3.10703	1.37716	-0.277495	0	10.9078	-3.10703	11.05	-3.15	1.81764	1.81765	0
11.135	-3.05697	0	0	0	11.135	-3.05697	11.15	-3.05	1.81763	1.81764	0
11.1507	-2.87978	0.253884	-0.252737	0	11.1507	-2.87978	11.2	-2.9	0.909657	2.72896	0
11.2571	-2.74346	0	0	0	11.2571	-2.74346	11.25	-2.75	0.909648	2.72893	0
11.2614	-2.58697	1.5427	2.91579	0	11.2614	-2.58697	11.2	-2.6	-0.998725	2.99617	0
11.1393	-2.45312	0	0	0	11.1393	-2.45312	11.15	-2.45	-0.998725	2.99616	0
11.2346	-2.28949	0.457362	-0.201037	0	11.2346	-2.28949	11.2	-2.3	0.908813	2.72643	0
11.239	-2.16508	0	0	0	11.239	-2.16508	11.25	-2.15	0.908805	2.7264	0
11.1623	-1.9797	0.442173	-0.175531	0	11.1623	-1.9797	11.3	-2	0.909855	2.72956	0
11.3424	-1.85113	0	0	0	11.3424	-1.85113	11.35	-1.85	0.909847	2.72953	0
